pl_name,hostname,tic_id,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
HD 28109 b,HD 28109,TIC 29781292,0.1357,2.69,6.2,F8,6189.0,1.425,1.227,2.710,3.2,F8V,0.00100,0.1,1.23,17.0,1.57839456,147.16696,3.89619868,147.16696,4.39998993,147.16696,5.65020578,147.16696,6.06146846,147.16696,5.34852562,140.65449
HD 28109 d,HD 28109,TIC 29781292,0.411,3.11,5.8,F8,6189.0,1.425,1.227,2.710,3.2,F8V,0.00100,0.1,1.23,15.3,0.30383888,16.04303,0.75001313,16.04303,0.84699228,16.04303,1.08765719,16.04303,1.16682472,16.04303,1.02958416,15.33309
HD 28109 c,HD 28109,TIC 29781292,0.308,4.13,9.2,F8,6189.0,1.425,1.227,2.710,3.2,F8V,0.00100,0.1,1.23,16.7,0.50358742,28.56726,1.24308377,28.56726,1.40381857,28.56726,1.80270045,28.56726,1.93391397,28.56726,1.70644927,27.30309
HIP 66074 b,HIP 66074,TIC 298130822,0.799,12.9,1589.142035,,4300.0,0.69,0.705,0.152,7.9,K6V,0.00100,0.1,1.23,124.1,0.00000429,0.23809,0.00001058,0.23809,0.00001195,0.23809,0.00001535,0.23809,0.00001646,0.23809,0.00001610,0.25225
HD 128717 b,HD 128717,TIC 298163592,4.85,12.1,6293.0024586,,6210.0,1.248,1.212,2.099,1.4,F8V,0.00100,0.1,1.23,255.0,0.00000008,0.08923,0.00000021,0.08923,0.00000024,0.08923,0.00000030,0.08923,0.00000032,0.08923,0.00000025,0.07496
TOI-172 b,TOI-172,TIC 29857954,0.0914,10.816685,1722.6386,,5645.0,1.777,1.128,2.890,7.4,G5V,0.00100,0.1,1.23,141.1,0.00312488,345.94544,0.00771364,345.94544,0.00871103,345.94544,0.01118619,345.94544,0.01200040,345.94544,0.01166259,364.16134
TOI-2180 b,TOI-2180,TIC 298663873,0.828,11.32107051,875.617261285,G5,5695.0,1.636,1.111,2.544,8.1,G4V,0.00100,0.1,1.23,98.3,0.00014874,3.71073,0.00036716,3.71073,0.00041463,3.71073,0.00053244,3.71073,0.00057120,3.71073,0.00056006,3.94091
Kepler-113 c,Kepler-113,TIC 298834019,0.07796,2.18,8.7,,4725.0,0.69,0.75,0.265,6.89,K3V,0.00100,0.1,1.23,22.3,0.12663073,43.67937,0.31258249,43.67937,0.35300043,43.67937,0.45330219,43.67937,0.48629679,43.67937,0.46921948,45.64971
Kepler-113 b,Kepler-113,TIC 298834019,0.05123,1.82,11.7,,4725.0,0.69,0.75,0.265,6.89,K3V,0.00100,0.1,1.23,28.3,0.09435079,101.15126,0.23290084,101.15126,0.26301568,101.15126,0.33774912,101.15126,0.36233294,101.15126,0.34960887,105.71412
Kepler-50 c,Kepler-50,TIC 298896336,0.087,2.17,8.2,,6225.0,1.58,1.24,3.434,3.8,F8V,0.00100,0.1,1.23,21.7,1.46037638,453.71328,3.60487592,453.71328,4.07099818,453.71328,5.22773411,453.71328,5.60824626,453.71328,5.05949667,443.35214
Kepler-50 b,Kepler-50,TIC 298896336,0.077,1.71,8.9,,6225.0,1.58,1.24,3.434,3.8,F8V,0.00100,0.1,1.23,25.5,0.77442377,579.21333,1.91163158,579.21333,2.15881181,579.21333,2.77221792,579.21333,2.97399991,579.21333,2.68300320,565.98622
Kepler-117 c,Kepler-117,TIC 299032847,0.2804,12.341,584.78,F8 V,6150.0,1.606,1.129,3.450,5.3,F8V,0.00100,0.1,1.23,77.0,0.00510742,43.87367,0.01260745,43.87367,0.01423764,43.87367,0.01828313,43.87367,0.01961391,43.87367,0.01840335,44.58859
Kepler-117 b,Kepler-117,TIC 299032847,0.1445,8.059,29.875,F8 V,6150.0,1.606,1.129,3.450,5.3,F8V,0.00100,0.1,1.23,21.5,2.05203023,165.20543,5.06534785,165.20543,5.72031391,165.20543,7.34568743,165.20543,7.88035948,165.20543,7.39398782,167.89744
Kepler-63 b,Kepler-63,TIC 299158887,0.08,6.11,120.0,G5,5576.0,0.901,0.984,0.697,0.21,G6V,0.00100,0.1,1.23,49.5,0.03651850,108.84789,0.09014435,108.84789,0.10180031,108.84789,0.13072591,108.84789,0.14024108,108.84789,0.06142725,51.64079
Kepler-426 b,Kepler-426,TIC 299220166,0.0414,12.22,108.06,G1 V,5725.0,0.92,0.91,0.815,6.0,G3V,0.00100,0.1,1.23,33.2,1.57331186,475.33448,3.88365228,475.33448,4.38582123,475.33448,5.63201118,475.33448,6.04194953,475.33448,5.74625053,489.65912
TOI-1062 b,TOI-1062,TIC 299799658,0.052,2.265,10.15,G9 V,5328.0,0.84,0.94,0.532,2.5,G9V,0.00100,0.1,1.23,23.7,0.46961035,196.57728,1.15921282,196.57728,1.30910284,196.57728,1.68107212,196.57728,1.80343266,196.57728,1.53756341,181.53212
HD 188641 b,HD 188641,TIC 300611942,12.027,11.9,9333.031171555,,5897.32,1.94492,1.07,4.122,nan,G0V,0.00100,0.1,1.23,313.1,0.00000001,0.02850,0.00000003,0.02850,0.00000003,0.02850,0.00000004,0.02850,0.00000004,0.02850,nan,nan
TOI-2322 b,TOI-2322,TIC 300812741,0.0924,0.994,2.31,K4,4664.0,0.662,0.703,0.181,3.9,K4V,0.00100,0.1,1.23,17.0,0.08264243,21.20001,0.20399925,21.20001,0.23037703,21.20001,0.29583650,21.20001,0.31736961,21.20001,0.28724306,20.78296
TOI-2322 c,TOI-2322,TIC 300812741,0.1362,1.874,18.1,K4,4664.0,0.662,0.703,0.181,3.9,K4V,0.00100,0.1,1.23,34.7,0.00415154,9.75721,0.01024790,9.75721,0.01157298,9.75721,0.01486134,9.75721,0.01594305,9.75721,0.01442965,9.56527
HATS-50 b,HATS-50,TIC 301031110,0.05046,12.66617,123.9537,,5990.0,1.117,1.168,1.390,1.2,F9.5V,0.00100,0.1,1.23,35.0,1.52919991,545.90303,3.77476383,545.90303,4.26285315,545.90303,5.47410288,545.90303,5.87254752,545.90303,4.42363176,445.40492
K2-416 b,K2-416,TIC 301132473,0.088,2.66,1652.7077164,M V,3746.0,0.554,0.548,0.054,nan,M0.5V,0.00100,0.6,1.23,278.7,0.00000101,6.93433,0.00000607,16.85506,0.00000900,22.11851,0.00001626,31.12554,0.00001865,33.27629,nan,nan
K2-141 b,K2-141,TIC 301235044,0.00747,1.51,4.97,K7 V,4570.0,0.681,0.708,0.178,6.3,K4V,0.00100,0.1,1.23,20.3,9.40824610,3186.82926,23.22384854,3186.82926,26.22676818,3186.82926,33.67885825,3186.82926,36.13024820,3186.82926,34.54000280,3299.87349
K2-141 c,K2-141,TIC 301235044,0.0683,7.0,8.0,K7 V,4570.0,0.681,0.708,0.178,6.3,K4V,0.00100,0.1,1.23,12.0,4.32717588,38.12050,10.68144647,38.12050,12.06259246,38.12050,15.49006492,38.12050,16.61754344,38.12050,15.88613491,39.47272
K2-329 b,K2-329,TIC 301258470,0.1016,8.675766,82.6358,,5282.0,0.822,0.901,0.473,1.8,K0V,0.00100,0.1,1.23,34.5,0.09280928,45.82185,0.22909570,45.82185,0.25871852,45.82185,0.33223096,45.82185,0.35641312,45.82185,0.28876444,40.21144
GJ 9827 c,GJ 9827,TIC 301289516,0.0395,1.13,1.86,K7 V,4236.0,0.58,0.62,0.099,5.465,K6V,0.00100,0.1,1.23,14.3,0.56051477,63.45207,1.38360646,63.45207,1.56251130,63.45207,2.00648423,63.45207,2.15253060,63.45207,2.02654834,64.70540
GJ 9827 d,GJ 9827,TIC 301289516,0.053,1.98,3.02,K7 V,4236.0,0.58,0.62,0.099,5.465,K6V,0.00100,0.1,1.23,13.8,0.63533350,35.24425,1.56829326,35.24425,1.77107871,35.24425,2.27431411,35.24425,2.43985507,35.24425,2.29705642,35.94040
GJ 9827 b,GJ 9827,TIC 301289516,0.0189,1.44,4.28,K7 V,4236.0,0.58,0.62,0.099,5.465,K6V,0.00100,0.1,1.23,19.3,0.95685942,277.15096,2.36196610,277.15096,2.66737605,277.15096,3.42528592,277.15096,3.67460291,277.15096,3.45953754,282.62534
HN Peg b,HN Peg,TIC 301880196,773.0,11.7768,6991.57,G0 V,6186.0,1.006954,1.08,1.149,0.3,F8V,0.00100,0.1,1.23,272.4,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
HD 75898 c,HD 75898,TIC 302580456,7.39,12.6,2698.36317543,F8 V,6122.0,1.55,1.295,2.884,3.2,F8V,0.00100,0.1,1.23,163.6,0.00000031,0.05281,0.00000076,0.05281,0.00000086,0.05281,0.00000110,0.05281,0.00000118,0.05281,0.00000104,0.05047
HD 17156 b,HD 17156,TIC 302773669,0.1632,12.26262489,1036.12060682,G5,6046.0,1.517,1.285,2.760,3.3,F9V,0.00100,0.1,1.23,102.8,0.00376991,103.62623,0.00930586,103.62623,0.01050914,103.62623,0.01349522,103.62623,0.01447750,103.62623,0.01282676,99.44439
HD 95338 b,HD 95338,TIC 304142124,0.262,4.27174254,42.9,K0.5 V,5097.0,0.868,0.848,0.490,9.5,K2V,0.00100,0.1,1.23,35.4,0.00640368,7.13834,0.01580722,7.13834,0.01785114,7.13834,0.02292337,7.13834,0.02459190,7.13834,0.02447734,7.69585
HAT-P-23 b,HAT-P-23,TIC 305243225,0.0232,15.334,664.237,G0,5905.0,1.203,1.13,1.581,4.0,G0V,0.00100,0.1,1.23,73.6,0.50848259,2937.81220,1.25516728,2937.81220,1.41746452,2937.81220,1.82022376,2937.81220,1.95271276,2937.81220,1.77287707,2889.02539
TOI-5916 b,TOI-5916,TIC 305506996,0.0262,11.35469745,226.611654191,M2&plusmn;0.5,3613.0,0.48,0.477,0.035,5.0,M1.5V,0.00100,0.6,1.23,49.9,0.03104999,51.42418,0.18629993,124.99515,0.27608880,164.02825,0.49891021,230.82332,0.57220806,246.77301,0.49891021,233.05217
NGTS-27 b,NGTS-27,TIC 305739565,0.0446,15.64773706,188.472245351,,5700.0,1.77,1.07,3.264,7.9,G3V,0.00100,0.1,1.23,38.8,3.74862417,1640.89308,9.25331662,1640.89308,10.44980075,1640.89308,13.41901357,1640.89308,14.39574605,1640.89308,14.08089967,1738.45551
HIP 9618 b,HIP 9618,TIC 306263608,0.145,3.82838127,8.3,,5649.0,0.9593,0.942,0.848,5.6,G5V,0.00100,0.1,1.23,16.5,0.69580119,40.33332,1.71755514,40.33332,1.93964064,40.33332,2.49077133,40.33332,2.67206761,40.33332,2.52242428,41.24029
HIP 9618 c,HIP 9618,TIC 306263608,0.269,3.42855926,7.0,,5649.0,0.9593,0.942,0.848,5.6,G5V,0.00100,0.1,1.23,16.0,0.20415788,11.71913,0.50395490,11.71913,0.56911792,11.71913,0.73082743,11.71913,0.78402232,11.71913,0.74011485,11.98266
TOI-3321 b,TOI-3321,TIC 306648160,0.047,15.55806521,176.076937478,,5850.0,1.549,1.041,2.540,8.1,G1V,0.00100,0.1,1.23,37.6,2.95820252,1149.83172,7.30219497,1149.83172,8.24639268,1149.83172,10.58952778,1149.83172,11.36030990,1149.83172,11.13884622,1221.15666
TOI-1472 b,TOI-1472,TIC 306955329,0.064,4.058,18.05,,5100.0,0.84,0.87,0.441,3.1,K2V,0.00100,0.1,1.23,23.6,0.46772822,107.66637,1.15456689,107.66637,1.30385616,107.66637,1.67433466,107.66637,1.79620480,107.66637,1.57822112,102.46584
TOI-1472 c,TOI-1472,TIC 306955329,0.116,3.334,21.13,,5100.0,0.84,0.87,0.441,3.1,K2V,0.00100,0.1,1.23,28.1,0.05761740,32.77359,0.14222605,32.77359,0.16061634,32.77359,0.20625397,32.77359,0.22126662,32.77359,0.19441416,31.19055
TOI-776 b,TOI-776,TIC 306996324,0.0653,1.798,5.0,M1 V,3725.0,0.547,0.542,0.049,6.1,M0.5V,0.00100,0.6,1.23,18.6,0.05658932,11.49142,0.33953594,27.93183,0.50317824,36.65430,0.90927541,51.58054,1.04286243,55.14471,0.94980119,54.39972
TOI-776 c,TOI-776,TIC 306996324,0.1001,2.047,6.9,M1 V,3725.0,0.547,0.542,0.049,6.1,M0.5V,0.00100,0.6,1.23,20.5,0.01866032,4.89026,0.11196190,11.88660,0.16592291,15.59851,0.29983336,21.95048,0.34388365,23.46724,0.31319672,23.15021
L 98-59 c,L 98-59,TIC 307210830,0.0309,1.329,2.0,M3 V,3415.0,0.3155,0.2923,0.012,4.94,M3V,0.00100,0.6,1.23,13.7,0.15881437,12.77742,0.95288623,31.05766,1.41213804,40.75626,2.55182418,57.35289,2.92672775,61.31593,2.54475033,57.74617
L 98-59 d,L 98-59,TIC 307210830,0.0494,1.627,1.64,M3 V,3415.0,0.3155,0.2923,0.012,4.94,M3V,0.00100,0.6,1.23,11.2,0.16955589,4.99926,1.01733532,12.15155,1.50764894,15.94621,2.72441850,22.43977,3.12467892,23.99034,2.71686620,22.59364
L 98-59 b,L 98-59,TIC 307210830,0.0223,0.837,0.46,M3 V,3415.0,0.3155,0.2923,0.012,4.94,M3V,0.00100,0.6,1.23,8.3,1.43993468,24.53298,8.63960811,59.63154,12.80354244,78.25309,23.13682387,110.11907,26.53599133,117.72820,23.07268682,110.87419
K2-100 b,K2-100,TIC 307733361,0.0301,3.88,21.8,G0 V,5945.0,1.24,1.15,1.777,0.75,G0V,0.00100,0.1,1.23,26.5,5.10588474,1961.35862,12.60365562,1961.35862,14.23334955,1961.35862,18.27762226,1961.35862,19.60799929,1961.35862,13.33915714,1445.23738
HD 260655 b,HD 260655,TIC 307809773,0.02933,1.24,2.14,M0 V,3803.0,0.439,0.439,0.036,5.0,M0.5V,0.00100,0.6,1.23,14.7,0.37219899,42.20908,2.23319395,102.59628,3.30950121,134.63473,5.98048133,189.46026,6.85910917,202.55181,5.98048133,191.28971
HD 260655 c,HD 260655,TIC 307809773,0.04749,1.533,3.09,M0 V,3803.0,0.439,0.439,0.036,5.0,M0.5V,0.00100,0.6,1.23,15.9,0.12866694,16.09999,0.77200164,39.13374,1.14407456,51.35431,2.06741624,72.26665,2.37115257,77.26021,2.06741624,72.96447
HD 80869 b,HD 80869,TIC 307906761,2.905,12.8,1609.800881455,G5,5837.0,1.062,1.06,2.511,nan,G1V,0.00100,0.1,1.23,125.4,0.00000510,0.29749,0.00001259,0.29749,0.00001421,0.29749,0.00001825,0.29749,0.00001958,0.29749,nan,nan
TOI-3837 b,TOI-3837,TIC 308073360,0.099,10.87271128,187.51876013,,5905.0,1.2,0.89,1.571,11.2,G0V,0.00100,0.1,1.23,46.4,0.12409822,160.29117,0.30633108,160.29117,0.34594069,160.29117,0.44423649,160.29117,0.47657122,160.29117,0.48138469,175.37236
WASP-162 b,WASP-162,TIC 308098254,0.0871,11.209,1652.716,K0,5300.0,1.11,0.95,1.133,12.97,K0V,0.00100,0.1,1.23,135.8,0.00163140,149.39074,0.00402703,149.39074,0.00454774,149.39074,0.00583994,149.39074,0.00626501,149.39074,0.00640780,165.49999
TOI-6330 b,TOI-6330,TIC 308120029,0.05763,10.89,3179.0,,3539.0,0.49,0.531,0.037,7.6,M2V,0.00100,0.6,1.23,191.0,0.00003016,11.14353,0.00018097,27.08623,0.00026819,35.54463,0.00048464,50.01900,0.00055584,53.47527,0.00052900,55.12452
WASP-135 b,WASP-135,TIC 308172249,0.0243,14.5717,603.877,G5 V,5675.0,0.96,0.98,0.472,0.6,G4V,0.00100,0.1,1.23,72.0,0.14375500,799.94007,0.35485299,799.94007,0.40073664,799.94007,0.51460220,799.94007,0.55205866,799.94007,0.35485299,556.93918
HD 80913 b,HD 80913,TIC 309433928,9.95,12.0,7505.200002898,,6013.24,1.6542,1.11,3.223,nan,F9.5V,0.00100,0.1,1.23,279.6,0.00000002,0.03256,0.00000005,0.03256,0.00000006,0.03256,0.00000008,0.03256,0.00000008,0.03256,nan,nan
NGTS-32 b,NGTS-32,TIC 309694541,0.044,15.91675259,181.16219199,,5680.0,1.85,1.07,2.957,8.03,G4V,0.00100,0.1,1.23,37.7,3.97534403,1527.61758,9.81296478,1527.61758,11.08181325,1527.61758,14.23060649,1527.61758,15.26641256,1527.61758,14.95623080,1621.01443
TOI-199 c,TOI-199,TIC 309792357,0.807,11.4,88.99195396,G9 V,5255.0,0.82,0.936,0.459,0.8,K0V,0.00100,0.1,1.23,31.2,0.00279259,0.70480,0.00689340,0.70480,0.00778474,0.70480,0.00999670,0.70480,0.01072433,0.70480,0.00740822,0.52734
TOI-199 b,TOI-199,TIC 309792357,0.4254,9.07927437,54.03082919,G9 V,5255.0,0.82,0.936,0.459,0.8,K0V,0.00100,0.1,1.23,27.3,0.01377263,2.53638,0.03399715,2.53638,0.03839309,2.53638,0.04930213,2.53638,0.05289069,2.53638,0.03653617,1.89778
HD 132406 b,HD 132406,TIC 309808219,1.98,12.8,1887.90073758,G0 V,5766.0,1.34,0.973,1.820,7.187,G2V,0.00100,0.1,1.23,135.8,0.00000578,0.46412,0.00001428,0.46412,0.00001612,0.46412,0.00002071,0.46412,0.00002221,0.46412,0.00002152,0.48713
TOI-4087 b,TOI-4087,TIC 310002617,0.04469,13.04725353,232.01473711,,6060.0,1.112,1.178,1.500,0.8,F9V,0.00100,0.1,1.23,47.1,0.65633756,751.05076,1.62014089,751.05076,1.82963041,751.05076,2.34950272,751.05076,2.52051645,751.05076,1.74113843,561.95317
WASP-113 b,WASP-113,TIC 310003988,0.05885,15.793481,150.96925,G1,5890.0,1.608,1.318,3.283,6.2,G1V,0.00100,0.1,1.23,34.6,3.46980818,947.80079,8.56507139,947.80079,9.67256316,947.80079,12.42093121,947.80079,13.32501607,947.80079,12.71707768,979.76905
HAT-P-55 b,HAT-P-55,TIC 311408969,0.04628,14.84069045,189.425730572,,5804.0,1.105,1.028,1.249,5.3,G2V,0.00100,0.1,1.23,39.9,1.12509575,583.14063,2.77725020,583.14063,3.13635774,583.14063,4.02752437,583.14063,4.32067661,583.14063,4.05400671,592.64288
HD 155918 c,HD 155918,TIC 311649327,13.183,12.8,1878.048056963,G2V,5771.84,1.01906,1.03,1.038,12.3,G2V,0.00100,0.1,1.23,135.4,0.00000008,0.00597,0.00000019,0.00597,0.00000021,0.00597,0.00000027,0.00597,0.00000029,0.00597,0.00000029,0.00659
TOI-3980 b,TOI-3980,TIC 312548829,0.0494,14.4595851,187.51876013,,5840.0,1.626,1.24,2.770,4.7,G1V,0.00100,0.1,1.23,40.3,2.06697850,1135.07903,5.10224702,1135.07903,5.76198427,1135.07903,7.39919803,1135.07903,7.93776497,1135.07903,7.34681569,1137.92616
TOI-431 b,TOI-431,TIC 31374837,0.0113,1.28,3.07,,4850.0,0.731,0.78,0.272,nan,K3V,0.00100,0.1,1.23,17.3,10.04703880,2131.83267,24.80068068,2131.83267,28.00748988,2131.83267,35.96555532,2131.83267,38.58338755,2131.83267,nan,nan
TOI-431 d,TOI-431,TIC 31374837,0.098,3.29,9.9,,4850.0,0.731,0.78,0.272,nan,K3V,0.00100,0.1,1.23,19.4,0.21812576,28.34379,0.53843401,28.34379,0.60805529,28.34379,0.78082849,28.34379,0.83766282,28.34379,nan,nan
HATS-26 b,HATS-26,TIC 315002523,0.04735,19.61575,206.5895,F,6071.0,2.04,1.299,5.060,4.04,F9V,0.00100,0.1,1.23,36.3,8.45356909,2256.88813,20.86726962,2256.88813,23.56547589,2256.88813,30.26138474,2256.88813,32.46402633,2256.88813,29.51020892,2222.11743
TOI-1052 b,TOI-1052,TIC 317060587,0.09103,2.87,16.9,,6146.0,1.264,1.204,2.420,2.3,F8V,0.00100,0.1,1.23,27.1,0.51187628,291.98525,1.26354445,291.98525,1.42692489,291.98525,1.83237220,291.98525,1.96574545,291.98525,1.65539416,266.33125
TOI-2346 b,TOI-2346,TIC 317483660,0.0473,16.11851425,394.10722468,,6480.0,1.38,1.271,3.030,1.9,F5V,0.00100,0.1,1.23,55.3,0.77338502,1354.30886,1.90906747,1354.30886,2.15591615,1354.30886,2.76849949,1354.30886,2.97001083,1354.30886,2.42766615,1199.04566
TOI-480 b,TOI-480,TIC 317548889,0.077,2.85372018,20.8,,6174.0,1.4877,1.2793,2.897,2.7,F8V,0.00100,0.1,1.23,30.2,0.55591430,488.61697,1.37225041,488.61697,1.54968688,488.61697,1.99001586,488.61697,2.13486355,488.61697,1.84035964,456.23458
LHS 1903 c,LHS 1903,TIC 318022259,0.05387,2.046,4.55,M,3664.0,0.539,0.538,0.047,7.08,M1V,0.00100,0.6,1.23,16.7,0.14302829,16.32285,0.85816975,39.67544,1.27177213,52.06517,2.29817396,73.26698,2.63581227,78.32967,2.47433220,79.64470
LHS 1903 d,LHS 1903,TIC 318022259,0.08604,2.5,5.96,M,3664.0,0.539,0.538,0.047,7.08,M1V,0.00100,0.6,1.23,17.3,0.05961403,6.39866,0.35768420,15.55303,0.53007322,20.40988,0.95787637,28.72113,1.09860364,30.70573,1.03129893,31.22123
LHS 1903 e,LHS 1903,TIC 318022259,0.15135,1.732,5.79,M,3664.0,0.539,0.538,0.047,7.08,M1V,0.00100,0.6,1.23,20.4,0.00678803,2.06788,0.04072816,5.02633,0.06035744,6.59594,0.10906978,9.28191,0.12509387,9.92328,0.11743013,10.08988
LHS 1903 b,LHS 1903,TIC 318022259,0.02656,1.382,3.28,M,3664.0,0.539,0.538,0.047,7.08,M1V,0.00100,0.6,1.23,17.2,0.34893305,67.14812,2.09359831,163.21482,3.10262624,214.18305,5.60664497,301.40199,6.43035030,322.22862,6.03640212,327.63833
HD 93351 c,HD 93351,TIC 318093199,11.154,12.3,4154.01727949,,5408.0,0.911435,0.94,0.640,nan,G9V,0.00100,0.1,1.23,205.5,0.00000001,0.00515,0.00000003,0.00515,0.00000003,0.00515,0.00000004,0.00515,0.00000005,0.00515,nan,nan
WASP-38 b,WASP-38,TIC 318696424,0.07522,13.78707,1093.3352,F8 V,6180.0,1.52,1.76,2.838,3.29,F8V,0.00100,0.1,1.23,99.6,0.02328705,501.50278,0.05748307,501.50278,0.06491582,501.50278,0.08336104,501.50278,0.08942866,501.50278,0.07920030,481.07249
HD 3167 c,HD 3167,TIC 318707987,0.1776,3.0,11.13,K0 V,5261.0,0.88,0.837,0.537,7.8,K0V,0.00100,0.1,1.23,21.5,0.07859399,17.02488,0.19400586,17.02488,0.21909145,17.02488,0.28134423,17.02488,0.30182249,17.02488,0.29485436,18.01470
HD 3167 b,HD 3167,TIC 318707987,0.01796,1.67,4.97,K0 V,5261.0,0.88,0.837,0.537,7.8,K0V,0.00100,0.1,1.23,19.3,6.64853225,1664.78186,16.41161427,1664.78186,18.53368972,1664.78186,23.79986374,1664.78186,25.53218929,1664.78186,24.94273131,1761.57184
TOI-2443 b,TOI-2443,TIC 318753380,0.105,2.363,4.8,K5 V,4375.0,0.631,0.642,0.136,7.5,K5V,0.00100,0.1,1.23,15.9,0.15017302,12.38088,0.37069559,12.38088,0.41862775,12.38088,0.53757689,12.38088,0.57670561,12.38088,0.56121916,13.05019
TOI-2886 b,TOI-2886,TIC 318796593,0.02871,18.6405349,444.9597698,,6240.0,1.241,1.229,2.100,1.7,F7V,0.00100,0.1,1.23,54.6,1.76530211,2547.73126,4.35757191,2547.73126,4.92102022,2547.73126,6.31928194,2547.73126,6.77924481,2547.73126,5.44027115,2214.52157
HD 183579 b,HD 183579,TIC 320004517,0.1322,3.49,20.4,G2 V,5784.0,0.96,0.996,0.925,3.1,G2V,0.00100,0.1,1.23,27.0,0.11450510,52.92698,0.28265090,52.92698,0.31919858,52.92698,0.40989586,52.92698,0.43973104,52.92698,0.38636619,50.37049
HD 185283 b,HD 185283,TIC 320264344,4.6,13.6,413.1769291,K3 V,4848.0,0.743303,0.8,0.275,6.0,K3V,0.00100,0.1,1.23,61.6,0.00000406,0.01299,0.00001001,0.01299,0.00001131,0.01299,0.00001452,0.01299,0.00001557,0.01299,0.00001481,0.01339
CoRoT-30 b,CoRoT-30,TIC 320636129,0.0844,11.309881,921.707,G3 V,5650.0,0.91,0.98,0.636,3.0,G5V,0.00100,0.1,1.23,100.9,0.00322037,89.28636,0.00794933,89.28636,0.00897721,89.28636,0.01152800,89.28636,0.01236709,89.28636,0.01081813,84.59738
HAT-P-31 b,HAT-P-31,TIC 320798691,0.061,12.21781,721.4741,,6065.0,1.39,1.31,2.711,3.17,F9V,0.00100,0.1,1.23,85.9,0.05407055,728.60195,0.13347080,728.60195,0.15072901,728.60195,0.19355725,728.60195,0.20764574,728.60195,0.18299294,695.48650
WASP-150 b,WASP-150,TIC 321668398,0.0694,11.99363,2688.8418,F8,6218.0,1.651,1.394,3.616,2.95,F8V,0.00100,0.1,1.23,167.4,0.00379485,750.82904,0.00936742,750.82904,0.01057865,750.82904,0.01358448,750.82904,0.01457326,750.82904,0.01271875,709.76736
TOI-1420 b,TOI-1420,TIC 321857016,0.071,11.89,25.1,,5510.0,0.923,0.987,0.705,10.7,G8V,0.00100,0.1,1.23,16.2,7.90320472,139.85349,19.50871899,139.85349,22.03126022,139.85349,28.29123608,139.85349,30.35047606,139.85349,30.53444809,152.39999
HATS-68 b,HATS-68,TIC 322307342,0.05071,13.809488,410.0007,,6147.0,1.748,1.351,3.910,3.02,F8V,0.00100,0.1,1.23,60.9,0.50453131,1520.52225,1.24541371,1520.52225,1.40644978,1520.52225,1.80607929,1520.52225,1.93753875,1520.52225,1.69639722,1441.97259
CoRoT-26 b,CoRoT-26,TIC 322388624,0.0526,14.12,165.26,G5,5590.0,1.79,1.09,2.825,8.6,G6V,0.00100,0.1,1.23,38.2,2.22909672,1021.00651,5.50242884,1021.00651,6.21391090,1021.00651,7.97953537,1021.00651,8.56034345,1021.00651,8.44172544,1090.57520
NGTS-30 b,NGTS-30,TIC 322807371,0.408,10.40193409,305.11527072,,5455.0,0.913,0.94,0.650,1.1,G8V,0.00100,0.1,1.23,60.5,0.00099918,3.90211,0.00246644,3.90211,0.00278536,3.90211,0.00357680,3.90211,0.00383714,3.90211,0.00284083,3.12913
USco1621 b,USco1621 A,TIC 322928241,2880.0,12.2,5085.28,M2.5 V,3460.0,0.710071,0.36,0.095,0.0075,M2.5V,0.00100,0.6,1.23,228.3,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
CoRoT-22 b,CoRoT-22,TIC 323094535,0.092,4.88,12.2,G3 V,5939.0,1.136,1.099,1.032,3.3,G0V,0.00100,0.1,1.23,17.7,2.01565388,121.88334,4.97555441,121.88334,5.61890988,121.88334,7.21547040,121.88334,7.74066432,121.88334,6.85806777,116.96474
K2-415 b,K2-415,TIC 323687123,0.027,1.015,7.5,M5 V,3173.0,0.1965,0.1635,0.004,nan,M4V,0.00100,0.6,1.23,30.4,0.00189579,4.81485,0.01137473,11.70330,0.01685688,15.35797,0.03046147,21.61199,0.03493674,23.10536,nan,nan
TOI-6692 b,TOI-6692,TIC 324609409,0.512,11.67975789,197.05361234,,5890.0,1.385,1.047,2.080,7.8,G1V,0.00100,0.1,1.23,45.9,0.00689580,7.93451,0.01702198,7.93451,0.01922298,7.93451,0.02468501,7.93451,0.02648176,7.93451,0.02587038,8.39582
HATS-44 b,HATS-44,TIC 32499655,0.03649,11.960003,177.9848,,5080.0,0.847,0.86,0.400,9.7,K2V,0.00100,0.1,1.23,43.1,0.34361500,300.40854,0.84819877,300.40854,0.95787365,300.40854,1.23004446,300.40854,1.31957596,300.40854,1.31593418,324.48836
