pl_name,hostname,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
K2-260 b,K2-260,0.04392,18.41635529,546.66486004,F6 V,6860.0,6.14002,0.65,F2V,0.00100,0.1,1.23,60.9,0.97855083,3183.06375,2.41551041,3183.06375,2.72784381,3183.06375,3.50293503,3183.06375,3.75790388,3183.06375,2.46690754,2263.28691
K2-261 b,K2-261,0.1086,9.26982704,68.968764319,G7 IV/V,5490.0,2.25902,8.8,G8V,0.00100,0.1,1.23,30.5,0.47178016,191.54038,1.16456891,191.54038,1.31515148,191.54038,1.68883943,191.54038,1.81176533,191.54038,1.79054344,205.03610
K2-263 b,K2-263,0.2573,2.513,15.4,G9 V,5368.0,0.55000,7.0,G9V,0.00100,0.1,1.23,27.7,0.00817685,8.30769,0.02018419,8.30769,0.02279407,8.30769,0.02927079,8.30769,0.03140133,8.30769,0.03034744,8.69644
K2-277 b,K2-277,0.0664,2.18575124,7.4,,5680.0,0.89000,4.9,G4V,0.00100,0.1,1.23,20.6,0.56618964,201.86166,1.39761464,201.86166,1.57833078,201.86166,2.02679866,201.86166,2.17432367,201.86166,2.02213618,203.34201
K2-280 b,K2-280,0.1461,7.5,37.1,,5500.0,1.37962,8.96,G8V,0.00100,0.1,1.23,24.9,0.29138343,64.63378,0.71926740,64.63378,0.81227103,64.63378,1.04307022,64.63378,1.11899239,64.63378,1.10775612,69.30486
K2-287 b,K2-287,0.1206,9.494023,100.11645,,5695.0,0.77931,4.5,G4V,0.00100,0.1,1.23,36.3,0.06728599,53.58156,0.16609256,53.58156,0.18756887,53.58156,0.24086481,53.58156,0.25839668,53.58156,0.23794662,53.44352
K2-291 b,K2-291,0.03261,1.589,6.49,,5520.0,0.68199,3.72,G7V,0.00100,0.1,1.23,22.6,0.89852469,641.32534,2.21796934,641.32534,2.50476003,641.32534,3.21646409,641.32534,3.45058152,641.32534,3.10465118,625.00860
K2-292 b,K2-292,0.13,2.63,24.5,G3 V,5725.0,1.23749,6.8,G3V,0.00100,0.1,1.23,34.1,0.03264057,73.22397,0.08057183,73.22397,0.09099003,73.22397,0.11684399,73.22397,0.12534874,73.22397,0.12078449,76.42432
K2-3 b,K2-3,0.0747,2.078,5.11,M V,3844.0,0.05870,6.9,M0V,0.00100,0.6,1.23,17.5,0.05316954,10.51959,0.31901727,25.56963,0.47277042,33.55444,0.85432652,47.21838,0.97984068,50.48113,0.91514108,51.06798
K2-3 c,K2-3,0.1357,1.582,2.68,M V,3844.0,0.05870,6.9,M0V,0.00100,0.6,1.23,14.6,0.02584636,3.18772,0.15507819,7.74829,0.22981947,10.16791,0.41529855,14.30845,0.47631252,15.29715,0.44486125,15.47498
K2-3 d,K2-3,0.2014,1.458,2.2,M V,3844.0,0.05870,6.9,M0V,0.00100,0.6,1.23,13.7,0.01363068,1.44718,0.08178409,3.51760,0.12120065,4.61607,0.21901736,6.49581,0.25119450,6.94467,0.23460794,7.02540
K2-30 b,K2-30,0.04839,11.646151,184.02357,G6 V,5425.0,0.55400,3.9,G9V,0.00100,0.1,1.23,44.4,0.16231865,236.59129,0.40067656,236.59129,0.45248535,236.59129,0.58105482,236.59129,0.62334818,236.59129,0.56417638,231.93700
K2-329 b,K2-329,0.1016,8.675766,82.6358,,5282.0,0.47300,1.8,K0V,0.00100,0.1,1.23,34.5,0.06445089,45.82185,0.15909423,45.82185,0.17966564,45.82185,0.23071594,45.82185,0.24750911,45.82185,0.20053086,40.21144
K2-33 b,K2-33,0.0409,5.04,1175.971,M3.3,3540.0,0.15000,0.0093,M2V,0.00100,0.6,1.23,170.8,0.00012210,89.66922,0.00073259,217.95614,0.00108567,286.01883,0.00196188,402.49051,0.00225011,430.30226,0.00001136,2.35207
K2-34 b,K2-34,0.0442,13.75,539.67534,F,6168.0,2.51015,2.88,F8V,0.00100,0.1,1.23,70.0,0.16868160,1284.85897,0.41638325,1284.85897,0.47022296,1284.85897,0.60383240,1284.85897,0.64778368,1284.85897,0.56348561,1210.58520
K2-36 b,K2-36,0.02288,1.43,4.3,K2 V,4916.0,0.26915,1.4,K3V,0.00100,0.1,1.23,19.4,1.19599256,514.14777,2.95225590,514.14777,3.33399225,514.14777,4.28131486,514.14777,4.59293980,514.14777,3.56201667,431.89704
K2-36 c,K2-36,0.05528,3.2,7.9,K2 V,4916.0,0.26915,1.4,K3V,0.00100,0.1,1.23,17.6,0.68018805,88.07729,1.67901479,88.07729,1.89611690,88.07729,2.43488072,88.07729,2.61210888,88.07729,2.02579955,73.98713
K2-38 b,K2-38,0.04994,1.54,7.3,G2 V,5731.0,1.09001,6.7,G3V,0.00100,0.1,1.23,24.3,0.44057382,437.05181,1.08753741,437.05181,1.22815955,437.05181,1.57712957,437.05181,1.69192442,437.05181,1.62784010,455.46056
K2-38 c,K2-38,0.09514,2.29,8.3,G2 V,5731.0,1.09001,6.7,G3V,0.00100,0.1,1.23,21.3,0.30876160,120.42141,0.76216466,120.42141,0.86071504,120.42141,1.10527914,120.42141,1.18572932,120.42141,1.14081794,125.49359
K2-39 b,K2-39,0.05708,6.27704,28.6047,,4881.0,4.72161,6.7,K3V,0.00100,0.1,1.23,23.9,6.44289838,1449.17913,15.90401595,1449.17913,17.96045727,1449.17913,23.06375267,1449.17913,24.74249875,1449.17913,23.80533736,1510.21898
K2-60 b,K2-60,0.045,7.655747,135.39558,G4 V,5500.0,1.91571,10.0,G8V,0.00100,0.1,1.23,47.0,0.34058697,946.03014,0.84072421,946.03014,0.94943260,946.03014,1.21920497,946.03014,1.30794749,946.03014,1.30794749,1024.68893
K2-77 b,K2-77,0.0753,2.4996027,603.877,,5160.0,0.40100,4.7,K1V,0.00100,0.1,1.23,173.8,0.00004455,70.72127,0.00010997,70.72127,0.00012419,70.72127,0.00015947,70.72127,0.00017108,70.72127,0.00015834,70.89866
K2-79 b,K2-79,0.0987,4.15,5.9,G1,5897.0,1.75999,6.5,G0V,0.00100,0.1,1.23,13.3,5.45613714,180.66569,13.46823852,180.66569,15.20972585,180.66569,19.53142673,180.66569,20.95306468,180.66569,20.09634974,187.68622
K2-97 b,K2-97,0.0854,13.45077684,174.487795443,,4673.0,7.36004,7.5,K4V,0.00100,0.1,1.23,40.3,1.18643942,1009.16983,2.92867438,1009.16983,3.30736156,1009.16983,4.24711731,1009.16983,4.55625311,1009.16983,4.43390267,1063.72568
K2-98 b,K2-98,0.0986,5.06645928,34.007639549,F8 V,6260.0,3.18999,3.4,F7V,0.00100,0.1,1.23,29.0,0.54270794,328.12262,1.33965108,328.12262,1.51287235,328.12262,1.94274084,328.12262,2.08414751,328.12262,1.85373586,316.11320
K2-99 b,K2-99,0.153,11.88151954,276.51071409,G0 IV,6069.0,7.92994,3.7,F9V,0.00100,0.1,1.23,53.9,0.10930713,338.75611,0.26981992,338.75611,0.30470852,338.75611,0.39128858,338.75611,0.41976939,338.75611,0.37742969,329.91306
KELT-10 b,KELT-10,0.0525,15.681391,215.80657,G0 V,5948.0,1.64999,4.5,G0V,0.00100,0.1,1.23,41.5,0.72904634,598.63402,1.79961936,598.63402,2.03231604,598.63402,2.60977957,598.63402,2.79973813,598.63402,2.57816097,597.09176
KELT-12 b,KELT-12,0.06708,19.95202,301.9385,,6279.0,7.79992,2.2,F7V,0.00100,0.1,1.23,43.5,2.22124691,1733.42036,5.48305191,1733.42036,6.19202847,1733.42036,7.95143526,1733.42036,8.53019801,1733.42036,7.13520150,1570.50055
KELT-14 b,KELT-14,0.03005,19.537287,408.09372,G4,5720.0,1.89998,5.11,G3V,0.00100,0.1,1.23,51.1,1.38580878,2104.07418,3.42080903,2104.07418,3.86313084,2104.07418,4.96080322,2104.07418,5.32188622,2104.07418,4.97303649,2129.63011
KELT-6 b,KELT-6,0.07939,14.5717,165.2716,F8,6102.0,3.11172,6.1,F9V,0.00100,0.1,1.23,37.7,0.82256820,493.70599,2.03047401,493.70599,2.29302095,493.70599,2.94456133,493.70599,3.15888772,493.70599,3.00958070,509.48015
KELT-7 b,KELT-7,0.04415,17.9344,441.7837,F,6768.0,5.72796,1.3,F3V,0.00100,0.1,1.23,55.5,1.27746520,2938.58721,3.15336760,2938.58721,3.56110835,2938.58721,4.57296387,2938.58721,4.90581713,2938.58721,3.75262925,2434.72524
KELT-8 b,KELT-8,0.0455,18.15858,209.7678,G2 V,5754.0,1.84005,5.4,G2V,0.00100,0.1,1.23,38.0,1.77887130,888.80647,4.39106685,888.80647,4.95884616,888.80647,6.36785577,888.80647,6.83135419,888.80647,6.42303991,905.16571
KOI-12 b,KOI-12,0.154,13.78707,349.613,,6635.0,4.23107,1.45,F4V,0.00100,0.1,1.23,56.3,0.05626245,178.40563,0.13888143,178.40563,0.15683926,178.40563,0.20140366,178.40563,0.21606327,178.40563,0.16863775,150.82366
KOI-134 b,KOI-134,0.363,12.03844527,346.43296363,F9V,6160.0,4.20001,2.4,F8V,0.00100,0.1,1.23,60.0,0.00681520,31.87401,0.01682304,31.87401,0.01899831,31.87401,0.02439650,31.87401,0.02617225,31.87401,0.02218052,29.25866
KOI-134 c,KOI-134,0.2305,9.86,69.92224954,F9V,6160.0,4.20001,2.4,F8V,0.00100,0.1,1.23,29.8,0.22796985,79.05114,0.56273372,79.05114,0.63549703,79.05114,0.81606755,79.05114,0.87546682,79.05114,0.74194251,72.56476
KOI-142 b,KOI-142,0.09586,3.438,9.5,G6 V,5466.0,0.68380,1.6,G8V,0.00100,0.1,1.23,18.6,0.49282743,74.41409,1.21652320,74.41409,1.37382363,74.41409,1.76418272,74.41409,1.89259265,74.41409,1.50310434,64.01389
KOI-142 c,KOI-142,0.154121003,14.0,214.1,G6 V,5466.0,0.68380,1.6,G8V,0.00100,0.1,1.23,43.7,0.02534699,28.78766,0.06256795,28.78766,0.07065820,28.78766,0.09073506,28.78766,0.09733941,28.78766,0.07730733,24.76426
KOI-1599.01,KOI-1599,0.14728,1.9,4.6,,5833.0,1.45198,4.7,G1V,0.00100,0.1,1.23,17.4,0.31914416,66.93796,0.78779356,66.93796,0.88965785,66.93796,1.14244577,66.93796,1.22560121,66.93796,1.13435787,67.10586
KOI-1599.02,KOI-1599,0.112293,1.9,9.0,,5833.0,1.45198,4.7,G1V,0.00100,0.1,1.23,24.3,0.14341670,115.14753,0.35401793,115.14753,0.39979360,115.14753,0.51339120,115.14753,0.55075951,115.14753,0.50975667,115.43636
KOI-1783.01,KOI-1783,0.52661,8.86,71.0,,5922.0,1.63313,0.2,G0V,0.00100,0.1,1.23,31.6,0.01195076,5.88900,0.02949994,5.88900,0.03331438,5.88900,0.04278034,5.88900,0.04589421,5.88900,0.01960783,2.72521
KOI-1783.02,KOI-1783,0.86695,5.44,15.0,,5922.0,1.63313,0.2,G0V,0.00100,0.1,1.23,18.6,0.02286733,2.17286,0.05644701,2.17286,0.06374579,2.17286,0.08185856,2.17286,0.08781681,2.17286,0.03751883,1.00552
KOI-1831 d,Kepler-324,0.19924,1.13,2.23,,5233.0,0.49176,3.39,K0V,0.00100,0.1,1.23,15.7,0.05286788,12.38788,0.13050206,12.38788,0.14737641,12.38788,0.18925203,12.38788,0.20302716,12.38788,0.18051239,11.92990
KOI-1833 d,Kepler-968,0.0634,2.58,11.02,,4413.0,0.17274,2.14,K5V,0.00100,0.1,1.23,23.1,0.08938955,42.97555,0.22065423,42.97555,0.24918554,42.97555,0.31998927,42.97555,0.34328040,42.97555,0.28592366,38.77124
KOI-1843.03,Kepler-974,0.005,0.61,8.0,,3584.0,0.04423,4.79,M2V,0.00100,0.6,1.23,40.5,0.09229514,1769.29395,0.55377085,4300.56702,0.82066553,5643.53517,1.48299534,7941.67752,1.70087094,8490.44082,1.46833244,7939.08300
KOI-2513.01,KOI-2513,0.5,2.80224517,7310.053361,,5900.0,1.57398,8.0,G0V,0.00100,0.1,1.23,571.0,0.00000004,6.29593,0.00000009,6.29593,0.00000011,6.29593,0.00000014,6.29593,0.00000015,6.29593,0.00000014,6.67843
KOI-3503 b,KOI-3503,0.14247,1.19,9.2,,6001.0,1.99549,11.48,F9.5V,0.00100,0.1,1.23,31.1,0.02878974,98.31123,0.07106622,98.31123,0.08025532,98.31123,0.10305911,98.31123,0.11056049,98.31123,0.11191665,107.79161
KOI-3503 c,KOI-3503,0.18688,1.21,10.36,,6001.0,1.99549,11.48,F9.5V,0.00100,0.1,1.23,32.7,0.01387172,57.13791,0.03424174,57.13791,0.03866931,57.13791,0.04965683,57.13791,0.05327121,57.13791,0.05392464,62.64785
KOI-351 g,KOI-351,0.71704,7.718,15.0,,6031.13,1.85579,0.53,F9V,0.00100,0.1,1.23,15.6,0.10847867,3.60947,0.26777491,3.60947,0.30239908,3.60947,0.38832294,3.60947,0.41658788,3.60947,0.25873454,2.42816
KOI-351 h,KOI-351,0.97062,11.252,203.0,,6031.13,1.85579,0.53,F9V,0.00100,0.1,1.23,47.5,0.00100161,1.96984,0.00247243,1.96984,0.00279212,1.96984,0.00358547,1.96984,0.00384645,1.96984,0.00238896,1.32515
KOI-3680 b,KOI-3680,0.534,11.09691,613.4119,,5830.0,1.16904,3.2,G1V,0.00100,0.1,1.23,83.1,0.00021899,4.09966,0.00054056,4.09966,0.00061046,4.09966,0.00078391,4.09966,0.00084097,4.09966,0.00074206,3.91824
KOI-4777.01,KOI-4777,0.008,0.51,99.2,,3515.0,0.02289,4.0,M2V,0.00100,0.6,1.23,155.9,0.00007090,357.59384,0.00042540,869.19207,0.00063043,1140.62076,0.00113922,1605.10069,0.00130659,1716.01182,0.00107941,1535.51448
KOI-984 c,KOI-984,0.1467,14.1,209.8,,5295.0,0.47424,1.3,K0V,0.00100,0.1,1.23,43.1,0.02064218,22.03636,0.05095432,22.03636,0.05754288,22.03636,0.07389314,22.03636,0.07927162,22.03636,0.06063760,18.25791
KOINTREAU-3 b,ISO-Oph 96,342.0,13.1,1080.6165838,K6-M1,3920.0,0.06606,0.002,K9V,0.00100,0.1,1.23,101.5,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
Kepler-10 b,Kepler-10,0.01685,1.47,3.24,,5708.0,1.13415,10.6,G3V,0.00100,0.1,1.23,16.6,17.77876092,3994.57141,43.88610229,3994.57141,49.56071897,3994.57141,63.64293221,3994.57141,68.27532333,3994.57141,68.63212875,4349.31602
Kepler-10 c,Kepler-10,0.241,2.355,11.29,,5708.0,1.13415,10.6,G3V,0.00100,0.1,1.23,24.5,0.02942999,19.52702,0.07264665,19.52702,0.08204010,19.52702,0.10535103,19.52702,0.11301923,19.52702,0.11360987,21.26115
Kepler-100 b,Kepler-100,0.07309,1.34,4.01,,5837.0,2.47999,6.92,G1V,0.00100,0.1,1.23,19.3,1.02171329,464.23093,2.52205506,464.23093,2.84816504,464.23093,3.65744440,464.23093,3.92365956,464.23093,3.78754826,485.38685
Kepler-100 c,Kepler-100,0.11061,2.2,7.05,,5825.0,2.47999,6.46,G1V,0.00100,0.1,1.23,20.0,0.63873445,202.70348,1.57668836,202.70348,1.78055933,202.70348,2.28648855,202.70348,2.45291566,202.70348,2.35111190,210.44517
Kepler-100 d,Kepler-100,0.21747,1.61,3.0,,5825.0,2.47999,6.46,G1V,0.00100,0.1,1.23,15.3,0.35764794,52.43862,0.88283847,52.43862,0.99699237,52.43862,1.28027840,52.43862,1.37346628,52.43862,1.31646308,54.44137
Kepler-101 b,Kepler-101,0.0474,5.77,51.1,G3 IV,5667.0,2.63233,5.9,G5V,0.00100,0.1,1.23,33.3,1.26776358,1171.61067,3.12941957,1171.61067,3.53406376,1171.61067,4.53823481,1171.61067,4.86856024,1171.61067,4.62196284,1204.74821
Kepler-101 c,Kepler-101,0.0684,1.25,3.78,G3 IV,5667.0,2.63233,5.9,G5V,0.00100,0.1,1.23,19.4,1.13121082,562.63636,2.79234499,562.63636,3.15340434,562.63636,4.04941459,562.63636,4.34416016,562.63636,4.12412414,578.54983
Kepler-102 b,Kepler-102,0.05521,0.46,1.1,,4909.0,0.26040,1.1,K3V,0.00100,0.1,1.23,17.3,0.10107924,85.42884,0.24950972,85.42884,0.28177214,85.42884,0.36183505,85.42884,0.38817202,85.42884,0.28738327,68.50603
Kepler-102 c,Kepler-102,0.06702,0.567,1.7,,4909.0,0.26040,1.1,K3V,0.00100,0.1,1.23,19.4,0.05378384,57.97372,0.13276308,57.97372,0.14992978,57.97372,0.19253092,57.97372,0.20654471,57.97372,0.15291544,46.48956
Kepler-102 d,Kepler-102,0.08618,1.154,3.0,,4909.0,0.26040,1.1,K3V,0.00100,0.1,1.23,18.0,0.08805849,35.06122,0.21736858,35.06122,0.24547505,35.06122,0.31522449,35.06122,0.33816879,35.06122,0.25036337,28.11586
Kepler-102 e,Kepler-102,0.1162,2.17,4.7,,4909.0,0.26040,1.1,K3V,0.00100,0.1,1.23,16.5,0.13121411,19.28536,0.32389636,19.28536,0.36577722,19.28536,0.46970938,19.28536,0.50389822,19.28536,0.37306119,15.46508
Kepler-102 f,Kepler-102,0.1656,0.861,4.3,,4909.0,0.26040,1.1,K3V,0.00100,0.1,1.23,25.0,0.00482127,9.49553,0.01190109,9.49553,0.01343994,9.49553,0.01725877,9.49553,0.01851499,9.49553,0.01370758,7.61454
Kepler-103 b,Kepler-103,0.133,3.4857,11.67,G2,6047.0,2.65650,6.03,F9V,0.00100,0.1,1.23,20.5,0.68691712,150.17814,1.69562520,150.17814,1.91487509,150.17814,2.45896888,150.17814,2.63795035,150.17814,2.51018171,154.78623
Kepler-103 c,Kepler-103,0.6679,5.4539,58.47,G2,6047.0,2.65650,6.03,F9V,0.00100,0.1,1.23,36.6,0.00415635,5.95507,0.01025976,5.95507,0.01158638,5.95507,0.01487854,5.95507,0.01596151,5.95507,0.01518842,6.13780
Kepler-105 b,Kepler-105,0.06016,2.53,10.8,,5933.0,1.24902,4.27,G0V,0.00100,0.1,1.23,23.1,0.70475427,345.10746,1.73965542,345.10746,1.96459856,345.10746,2.52282081,345.10746,2.70644988,345.10746,2.47675761,342.07783
Kepler-105 c,Kepler-105,0.07229,1.44,5.6,,5933.0,1.24902,4.27,G0V,0.00100,0.1,1.23,22.0,0.33472973,239.00861,0.82626586,239.00861,0.93310474,239.00861,1.19823770,239.00861,1.28545407,239.00861,1.17635955,236.91041
Kepler-106 b,Kepler-106,0.06491,0.82,5.3,,5858.0,1.20934,4.83,G1V,0.00100,0.1,1.23,28.4,0.08286782,287.02966,0.20455563,287.02966,0.23100534,287.02966,0.29664334,287.02966,0.31823518,287.02966,0.29547298,288.65789
Kepler-106 c,Kepler-106,0.10987,2.5,10.44,,5858.0,1.20934,4.83,G1V,0.00100,0.1,1.23,22.8,0.21124192,100.18247,0.52144153,100.18247,0.58886563,100.18247,0.75618627,100.18247,0.81122695,100.18247,0.75320285,100.75078
Kepler-106 d,Kepler-106,0.16063,0.95,8.1,,5858.0,1.20934,4.83,G1V,0.00100,0.1,1.23,32.6,0.00900880,46.87019,0.02223782,46.87019,0.02511325,46.87019,0.03224894,46.87019,0.03459625,46.87019,0.03212171,47.13607
Kepler-106 e,Kepler-106,0.24006,2.56,11.17,,5858.0,1.20934,4.83,G1V,0.00100,0.1,1.23,23.4,0.04150432,20.98507,0.10245161,20.98507,0.11569894,20.98507,0.14857370,20.98507,0.15938797,20.98507,0.14798753,21.10411
Kepler-107 b,Kepler-107,0.04544,1.536,3.8,,5854.0,2.31467,4.29,G1V,0.00100,0.1,1.23,17.6,4.13798703,1121.01998,10.21444198,1121.01998,11.53520277,1121.01998,14.81282239,1121.01998,15.89100633,1121.01998,14.55051062,1111.80151
Kepler-107 c,Kepler-107,0.06064,1.597,10.0,,5854.0,2.31467,4.29,G1V,0.00100,0.1,1.23,28.0,0.37709926,629.46504,0.93085321,629.46504,1.05121558,629.46504,1.34990862,629.46504,1.44816469,629.46504,1.32600386,624.28876
Kepler-107 d,Kepler-107,0.08377,0.86,7.7,,5854.0,2.31467,4.29,G1V,0.00100,0.1,1.23,33.5,0.05204706,329.84733,0.12847591,329.84733,0.14508827,329.84733,0.18631374,329.84733,0.19987499,329.84733,0.18301442,327.13490
Kepler-107 e,Kepler-107,0.12638,2.903,14.1,,5854.0,2.31467,4.29,G1V,0.00100,0.1,1.23,24.6,0.26230435,144.92166,0.64748695,144.92166,0.73120913,144.92166,0.93897534,144.92166,1.00732073,144.92166,0.92234757,143.72993
Kepler-109 b,Kepler-109,0.0701,2.49,4.9,,5950.0,2.22096,6.2,G0V,0.00100,0.1,1.23,15.7,4.27443937,451.96413,10.55126870,451.96413,11.91558228,451.96413,15.30128317,451.96413,16.41502080,451.96413,15.66610452,467.20837
Kepler-109 c,Kepler-109,0.1546,2.65,8.2,,5950.0,2.22096,6.2,G0V,0.00100,0.1,1.23,19.7,0.37826857,92.92253,0.93373960,92.92253,1.05447518,92.92253,1.35409441,92.92253,1.45265516,92.92253,1.38637945,96.05670
Kepler-11 b,Kepler-11,0.091,1.8,1.9,,5663.0,1.31886,8.5,G5V,0.00100,0.1,1.23,11.5,3.78439836,159.26385,9.34162364,159.26385,10.54952616,159.26385,13.54707502,159.26385,14.53312874,159.26385,14.31583716,169.92681
Kepler-11 c,Kepler-11,0.107,2.87,2.9,,5663.0,1.31886,8.5,G5V,0.00100,0.1,1.23,11.2,4.76268058,115.19469,11.75647099,115.19469,13.27662118,115.19469,17.04904850,115.19469,18.29000108,115.19469,18.01653875,122.90715
Kepler-11 d,Kepler-11,0.155,3.12,7.3,,5663.0,1.31886,8.5,G5V,0.00100,0.1,1.23,17.1,0.46017602,54.89548,1.13592460,54.89548,1.28280336,54.89548,1.64729990,54.89548,1.76720226,54.89548,1.74077999,58.57082
Kepler-11 e,Kepler-11,0.195,4.19,8.0,,5663.0,1.31886,8.5,G5V,0.00100,0.1,1.23,15.4,0.58635710,34.68413,1.44739714,34.68413,1.63455033,34.68413,2.09899246,34.68413,2.25177226,34.68413,2.21810496,37.00628
Kepler-11 f,Kepler-11,0.25,2.49,2.0,,5663.0,1.31886,8.5,G5V,0.00100,0.1,1.23,10.0,1.19791871,21.10182,2.95701052,21.10182,3.33936166,21.10182,4.28820995,21.10182,4.60033676,21.10182,4.53155498,22.51462
Kepler-11 g,Kepler-11,0.466,3.33,25.0,,5663.0,1.31886,8.5,G5V,0.00100,0.1,1.23,30.6,0.00527777,6.07335,0.01302794,6.07335,0.01471249,6.07335,0.01889291,6.07335,0.02026807,6.07335,0.01996503,6.47997
Kepler-111 c,Kepler-111,0.751,7.0840758,222.4798849,,5914.0,1.43999,3.4,G0V,0.00100,0.1,1.23,62.7,0.00026972,2.55317,0.00066580,2.55317,0.00075189,2.55317,0.00096553,2.55317,0.00103581,2.55317,0.00092130,2.45973
Kepler-113 b,Kepler-113,0.05123,1.82,11.7,,4725.0,0.26547,6.89,K3V,0.00100,0.1,1.23,28.3,0.06552138,101.15126,0.16173670,101.15126,0.18264978,101.15126,0.23454800,101.15126,0.25162009,101.15126,0.24278394,105.71412
Kepler-113 c,Kepler-113,0.07796,2.18,8.7,,4725.0,0.26547,6.89,K3V,0.00100,0.1,1.23,22.3,0.08793801,43.67937,0.21707117,43.67937,0.24513919,43.67937,0.31479319,43.67937,0.33770610,43.67937,0.32584686,45.64971
Kepler-114 b,Kepler-114,0.053,1.26,1.09,M0 V,4605.0,0.20640,2.69,K4V,0.00100,0.1,1.23,10.4,1.81960121,73.47647,4.49160687,73.47647,5.07238635,73.47647,6.51365733,73.47647,6.98776824,73.47647,6.02064217,68.57087
Kepler-114 c,Kepler-114,0.06482,1.6,2.8,M0 V,4660.0,0.20640,2.69,K4V,0.00100,0.1,1.23,14.8,0.37748104,49.12267,0.93179563,49.12267,1.05227986,49.12267,1.35127530,49.12267,1.44963085,49.12267,1.24899801,45.84303
Kepler-114 d,Kepler-114,0.08358,2.53,3.9,M0 V,4660.0,0.20640,2.69,K4V,0.00100,0.1,1.23,13.9,0.46269726,29.54577,1.14214818,29.54577,1.28983168,29.54577,1.65632525,29.54577,1.77688454,29.54577,1.53095890,27.57317
Kepler-117 b,Kepler-117,0.1445,8.059,29.875,F8 V,6150.0,3.44953,5.3,F8V,0.00100,0.1,1.23,21.5,1.42502099,165.20543,3.51760267,165.20543,3.97244022,165.20543,5.10117183,165.20543,5.47247186,165.20543,5.13471376,167.89744
Kepler-117 c,Kepler-117,0.2804,12.341,584.78,F8 V,6150.0,3.44953,5.3,F8V,0.00100,0.1,1.23,77.0,0.00354682,43.87367,0.00875518,43.87367,0.00988725,43.87367,0.01269662,43.87367,0.01362077,43.87367,0.01278010,44.58859
Kepler-12 b,Kepler-12,0.0553,19.660586,137.30256,,5947.0,2.81404,4.0,G0V,0.00100,0.1,1.23,29.5,5.45608539,920.19472,13.46811079,920.19472,15.20958160,920.19472,19.53124149,920.19472,20.95286596,920.19472,19.02320522,904.91350
Kepler-120 b,Kepler-120,0.055,2.15,8.5,M0 V,4096.0,0.21037,3.63,K7V,0.00100,0.1,1.23,22.2,0.14070563,69.54479,0.34732575,69.54479,0.39223611,69.54479,0.50368632,69.54479,0.54034824,69.54479,0.48467259,67.56572
Kepler-122 e,Kepler-122,0.227,2.6,27.7,,6050.0,1.86179,7.94,F9V,0.00100,0.1,1.23,36.5,0.01217329,36.13086,0.03004925,36.13086,0.03393472,36.13086,0.04357695,36.13086,0.04674879,36.13086,0.04574885,38.29792
Kepler-122 f,Kepler-122,0.28575,1.75,36.0,,5917.0,1.86179,7.94,G0V,0.00100,0.1,1.23,50.7,0.00138687,22.80119,0.00342343,22.80119,0.00386609,22.80119,0.00496460,22.80119,0.00532596,22.80119,0.00521204,24.16876
Kepler-123 b,Kepler-123,0.135,2.94,55.3,,6089.0,2.56756,5.01,F9V,0.00100,0.1,1.23,48.5,0.01721922,140.88101,0.04250490,140.88101,0.04800093,140.88101,0.06163994,140.88101,0.06612654,140.88101,0.06165393,142.27366
Kepler-128 b,Kepler-128,0.12545,1.421,3.79,,6072.0,3.76201,4.07,F9V,0.00100,0.1,1.23,18.3,0.70234711,239.04445,1.73371346,239.04445,1.95788828,239.04445,2.51420387,239.04445,2.69720574,239.04445,2.45401141,235.57448
Kepler-128 c,Kepler-128,0.16517,1.521,3.38,,6072.0,3.76201,4.07,F9V,0.00100,0.1,1.23,16.7,0.62471397,137.89790,1.54207942,137.89790,1.74147534,137.89790,2.23629921,137.89790,2.39907318,137.89790,2.18276006,135.89618
Kepler-129 c,Kepler-129,0.39,2.52,43.0,G4 V,5770.0,2.90837,6.43,G2V,0.00100,0.1,1.23,46.2,0.00243419,19.12145,0.00600870,19.12145,0.00678564,19.12145,0.00871372,19.12145,0.00934797,19.12145,0.00895565,19.84211
Kepler-131 b,Kepler-131,0.12789,2.41,16.13,,5685.0,1.05174,3.66,G4V,0.00100,0.1,1.23,28.9,0.05088485,64.30383,0.12560706,64.30383,0.14184847,64.30383,0.18215338,64.30383,0.19541181,64.30383,0.17546040,62.53918
Kepler-131 c,Kepler-131,0.17391,0.84,8.25,,5685.0,1.05174,3.66,G4V,0.00100,0.1,1.23,35.0,0.00445410,34.77450,0.01099476,34.77450,0.01241642,34.77450,0.01594442,34.77450,0.01710497,34.77450,0.01535857,33.82021
